Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
754,HK.00593,地產,中國房地產,N/A,17.43,68,70,95,94
755,HK.01763,保健/生物科技,醫療保健設備及用品,N/A,17.26,68,34,38,82
756,HK.01212,零售/貿易,百貨公司,N/A,17.22,67,66,66,90
757,HK.01528,地產,中國房地產,N/A,17.12,67,71,69,60
758,HK.09845,其他,交易所買賣基金,N/A,16.95,67,43,24,12
759,HK.00669,工業,家居耐用消費品,N/A,16.93,67,50,43,18
760,HK.00628,金融證券,消費信貸及貸款融資,N/A,15.92,67,43,92,94
761,HK.00681,公用事業,燃氣公用事業,N/A,15.82,67,70,63,44
762,HK.00818,科技,軟件及資訊科技顧問,N/A,15.4,67,55,68,35
763,HK.00090,公用事業,電力公用事業,N/A,15.3,67,27,28,30
764,HK.00335,金融證券,證券及經紀業,N/A,15.11,67,64,75,41
765,HK.09801,其他,交易所買賣基金,N/A,15.02,67,67,59,37
766,HK.08117,公用事業,燃氣公用事業,N/A,14.94,67,51,69,82
767,HK.00986,零售/貿易,鐘錶珠寶,N/A,14.63,67,72,92,97
768,HK.00775,保健/生物科技,醫療保健設備及用品,N/A,14.51,67,64,57,76
769,HK.01146,紡織/服飾製造,紡織及成衣,N/A,14.43,67,90,9,15
770,HK.01446,食品/飲料製造,飲品,N/A,14.4,67,52,61,63
771,HK.00861,科技,軟件及資訊科技顧問,N/A,14.27,67,72,47,82
772,HK.02838,其他,交易所買賣基金,N/A,14.22,67,70,67,66
773,HK.01027,工業,個人及家居用品,N/A,14.22,67,57,32,13
774,HK.01246,地產,中國房地產,N/A,14.05,67,71,61,84
775,HK.02845,其他,交易所買賣基金,N/A,13.96,67,38,26,12
776,HK.02828,其他,交易所買賣基金,N/A,13.94,67,69,68,73
777,HK.02552,保健/生物科技,生物科技,N/A,13.64,67,59,71,68
778,HK.00030,食品/飲料製造,綜合飲食製造,N/A,13.32,67,72,62,93
779,HK.09982,地產,中國房地產,N/A,13.2,67,82,79,98
780,HK.01515,保健/生物科技,醫療保健服務,N/A,13.17,66,75,85,66
781,HK.06178,金融證券,證券及經紀業,N/A,12.84,66,62,49,62
782,HK.00326,影視/傳媒,影視娛樂,N/A,12.48,66,55,85,80
783,HK.06677,地產,物業管理及代理,N/A,12.29,66,53,57,82
784,HK.01747,電子,電子消費品,N/A,12.28,66,42,66,45
785,HK.06138,銀行,綜合性銀行,N/A,12.24,66,65,62,79
786,HK.01075,科技,軟件及資訊科技顧問,N/A,12.21,66,59,46,12
787,HK.01717,食品/飲料製造,飲品,N/A,12.09,66,71,40,85
788,HK.09987,飲食/酒店/旅遊,食肆,N/A,11.91,66,74,80,51
789,HK.03007,其他,交易所買賣基金,N/A,11.65,66,68,65,65
790,HK.01349,保健/生物科技,生物科技,N/A,11.64,66,53,56,68
791,HK.00063,地產,地產投資,N/A,11.21,66,85,92,67
792,HK.02258,建築及建築材料,建築,N/A,10.84,66,69,85,79
793,HK.00984,零售/貿易,百貨公司,N/A,10.56,66,65,74,83
794,HK.00721,金融證券,投資控股及資產管理,N/A,10.56,66,62,78,36
795,HK.00814,零售/貿易,其他零售,N/A,10.51,66,59,70,66
796,HK.01767,食品/飲料製造,包裝食品與肉類,N/A,10.39,66,57,77,86
797,HK.01418,工業,家居耐用消費品,N/A,10.32,66,70,60,20
798,HK.01039,科技,電子商貿及互聯網服務,N/A,10.28,66,63,81,93
799,HK.06993,工業,個人及家居用品,N/A,10.19,66,91,77,95
800,HK.01971,地產,物業管理及代理,N/A,10.16,66,81,59,54
801,HK.08439,金融證券,其它綜合性金融服務,N/A,10.12,66,40,59,36
802,HK.01201,地產,中國房地產,N/A,9.81,66,62,35,65
803,HK.01899,工業,汽車,N/A,9.63,66,76,64,74
804,HK.00804,金融證券,證券及經紀業,N/A,9.43,65,42,21,16
805,HK.03194,其他,交易所買賣基金,N/A,9.34,65,60,68,27
806,HK.02359,保健/生物科技,生物科技,N/A,8.89,65,51,76,23
807,HK.02399,紡織/服飾製造,紡織及成衣,N/A,8.83,65,60,93,96
808,HK.00444,零售/貿易,鐘錶珠寶,N/A,8.82,65,30,43,86
809,HK.02236,石油化工,石油/燃氣設備及服務,N/A,8.52,65,56,76,75
810,HK.03958,金融證券,證券及經紀業,N/A,8.47,65,65,24,18
811,HK.00110,科技,綜合科技,N/A,8.34,65,61,78,78
812,HK.00022,飲食/酒店/旅遊,酒店,N/A,8.07,65,71,46,40
813,HK.01871,其他,綜合支援服務,N/A,7.9,65,49,36,52
814,HK.02286,地產,中國房地產,N/A,7.87,65,45,70,40
815,HK.02362,金屬/採礦,金屬採礦及相關貿易,N/A,7.81,65,25,27,18
816,HK.00334,工業,工業用品,N/A,7.7,65,51,48,32
817,HK.03127,其他,交易所買賣基金,N/A,7.63,65,57,49,53
818,HK.08601,建築及建築材料,建築,N/A,7.57,65,23,34,6
819,HK.01213,電子,電器部件及設備,N/A,7.52,65,40,57,47
820,HK.02825,其他,交易所買賣基金,N/A,7.31,65,62,59,60
821,HK.06837,金融證券,證券及經紀業,N/A,6.98,65,47,31,39
822,HK.01932,石油化工,綜合化工產品,N/A,6.97,65,46,32,58
823,HK.82828,其他,交易所買賣基金,N/A,6.85,65,71,70,75
824,HK.02389,保健/生物科技,醫療保健服務,N/A,6.8,65,53,62,70
825,HK.01448,其他,殯儀服務,N/A,6.61,65,63,70,73
826,HK.00658,工業,工業機械及設備,N/A,6.55,64,67,66,47
827,HK.03005,其他,交易所買賣基金,N/A,6.55,64,43,33,30
828,HK.00236,食品/飲料製造,飲品,N/A,6.26,64,58,40,25
829,HK.01882,工業,工業機械及設備,N/A,6.23,64,59,71,59
830,HK.00338,石油化工,綜合化工產品,N/A,5.98,64,57,41,31
831,HK.08132,科技,電腦及周邊產品,N/A,5.92,64,95,14,7
832,HK.03149,其他,交易所買賣基金,N/A,5.79,64,54,49,47
833,HK.01083,公用事業,燃氣公用事業,N/A,5.71,64,63,9,34
834,HK.00239,保健/生物科技,製藥,N/A,5.54,64,65,62,67
835,HK.09846,其他,交易所買賣基金,N/A,5.23,64,59,48,50
836,HK.02307,紡織/服飾製造,紡織及成衣,N/A,5.15,64,64,30,58
837,HK.01982,紡織/服飾製造,紡織及成衣,N/A,4.81,64,44,53,42
838,HK.08198,科技,軟件及資訊科技顧問,N/A,4.68,64,68,75,93
839,HK.03681,保健/生物科技,生物科技,N/A,4.62,64,79,72,76
840,HK.09031,其他,交易所買賣基金,N/A,4.13,64,55,44,42
841,HK.03908,金融證券,證券及經紀業,N/A,3.79,64,57,22,57
842,HK.06608,科技,軟件及資訊科技顧問,N/A,3.7,64,82,95,97
843,HK.01379,地產,地產投資,N/A,3.68,64,64,63,72
844,HK.08048,科技,軟件及資訊科技顧問,N/A,3.28,64,74,85,66
845,HK.00041,飲食/酒店/旅遊,酒店,N/A,3.21,64,60,57,66
846,HK.03163,其他,交易所買賣基金,N/A,3.17,64,62,65,61
847,HK.02101,科技,電子商貿及互聯網服務,N/A,3.07,64,59,65,48
848,HK.00347,金屬/採礦,金屬採礦及相關貿易,N/A,2.95,64,58,71,25
849,HK.01663,地產,中國房地產,N/A,2.93,64,47,12,78
850,HK.01057,工業,汽車,N/A,2.92,64,53,27,47
851,HK.08431,其他,綜合支援服務,N/A,2.7,63,83,78,71
852,HK.00483,紡織/服飾製造,紡織及成衣,N/A,2.64,63,77,40,12
853,HK.83118,其他,交易所買賣基金,N/A,2.58,63,57,47,47
854,HK.02191,地產,房地產投資信託基金,N/A,2.49,63,56,74,85
855,HK.01388,紡織/服飾製造,紡織及成衣,N/A,2.47,63,45,29,58
856,HK.00927,電子,電子消費品,N/A,2.46,63,50,62,61
857,HK.02811,其他,交易所買賣基金,N/A,2.43,63,55,50,55
858,HK.09961,飲食/酒店/旅遊,旅遊,N/A,2.25,63,60,77,60
859,HK.01522,科技,軟件及資訊科技顧問,N/A,2.25,63,65,83,18
860,HK.08619,建築及建築材料,建築,N/A,2.09,63,88,92,55
861,HK.06193,建築及建築材料,建築材料,N/A,2.08,63,74,72,72
862,HK.83127,其他,交易所買賣基金,N/A,1.89,63,61,53,56
863,HK.00489,工業,汽車,N/A,1.88,63,60,49,35
864,HK.01875,保健/生物科技,生物科技,N/A,1.71,63,70,68,54
865,HK.01343,建築及建築材料,建築,N/A,1.55,63,26,64,47
866,HK.09115,其他,交易所買賣基金,N/A,1.47,63,60,60,58
867,HK.01355,飲食/酒店/旅遊,酒店,N/A,1.38,63,69,62,32
868,HK.03188,其他,交易所買賣基金,N/A,1.31,63,57,49,53
869,HK.00232,工業,工業機械及設備,N/A,1.19,63,55,54,48
870,HK.00309,工業,環保產品及服務,N/A,1.08,63,77,21,75
871,HK.09814,其他,交易所買賣基金,N/A,1.04,63,37,57,30
872,HK.00623,影視/傳媒,廣告,N/A,1.03,63,50,23,25
873,HK.00048,工業,汽車,N/A,1.01,63,56,13,25
874,HK.83005,其他,交易所買賣基金,N/A,0.94,62,46,35,35
875,HK.08045,科技,軟件及資訊科技顧問,N/A,0.84,62,62,31,76
876,HK.00204,金融證券,投資控股及資產管理,N/A,0.4,62,95,99,36
877,HK.00511,影視/傳媒,電視廣播,N/A,0.25,62,75,88,80
878,HK.01003,影視/傳媒,影視娛樂,N/A,0.19,62,55,68,77
879,HK.08113,電子,電子消費品,N/A,0.09,62,88,80,45
880,HK.02800,--- Reference ---,--- Reference ---,--- Reference ---,0.0,62,59,61,57
881,HK.08623,電子,電器部件及設備,N/A,0.0,62,21,29,32
882,HK.06806,金融證券,證券及經紀業,N/A,-0.12,62,58,50,56
883,HK.01598,其他,綜合支援服務,N/A,-0.18,62,37,71,81
884,HK.00178,零售/貿易,美容護膚,N/A,-0.59,62,68,48,25
885,HK.00542,飲食/酒店/旅遊,酒店,N/A,-0.64,62,24,40,81
886,HK.83149,其他,交易所買賣基金,N/A,-0.66,62,59,54,53
887,HK.08123,零售/貿易,汽車零售,N/A,-0.66,62,79,67,69
888,HK.03031,其他,交易所買賣基金,N/A,-0.74,62,52,45,43
889,HK.02281,公用事業,水公用事業,N/A,-1.02,62,52,74,50
890,HK.00629,金融證券,消費信貸及貸款融資,N/A,-1.09,62,59,37,69
891,HK.02846,其他,交易所買賣基金,N/A,-1.11,62,56,50,53
892,HK.01776,金融證券,證券及經紀業,N/A,-1.3,62,54,13,17
893,HK.08356,建築及建築材料,建築,N/A,-1.33,62,73,71,65
894,HK.03822,建築及建築材料,建築,N/A,-1.42,62,60,73,60
895,HK.01285,食品/飲料製造,包裝食品與肉類,N/A,-1.48,62,27,57,71
896,HK.02317,食品/飲料製造,綜合飲食製造,N/A,-1.53,62,54,56,34
897,HK.01389,食品/飲料製造,飲品,N/A,-1.53,62,51,17,63
898,HK.00969,食品/飲料製造,農產品,N/A,-1.65,61,69,29,13
899,HK.00978,地產,中國房地產,N/A,-1.66,61,50,74,85
900,HK.09091,其他,交易所買賣基金,N/A,-1.88,61,52,54,48
901,HK.01583,食品/飲料製造,包裝食品與肉類,N/A,-1.97,61,69,46,65
902,HK.08169,工業,環保產品及服務,N/A,-2.3,61,54,22,61
903,HK.02802,其他,交易所買賣基金,N/A,-2.38,61,49,59,52
904,HK.03115,其他,交易所買賣基金,N/A,-2.66,61,59,61,58
905,HK.02161,保健/生物科技,醫療保健設備及用品,N/A,-2.72,61,69,75,82
906,HK.02789,建築及建築材料,建築,N/A,-2.77,61,82,83,71
907,HK.06066,金融證券,證券及經紀業,N/A,-2.97,61,65,47,68
908,HK.82811,其他,交易所買賣基金,N/A,-3.34,61,59,54,58
909,HK.02833,其他,交易所買賣基金,N/A,-3.4,61,59,59,60
910,HK.02814,其他,交易所買賣基金,N/A,-3.45,61,37,57,30
911,HK.00828,食品/飲料製造,飲品,N/A,-3.48,61,43,81,62
912,HK.02138,保健/生物科技,醫療保健服務,N/A,-3.49,61,72,28,12
913,HK.03118,其他,交易所買賣基金,N/A,-3.54,61,48,40,49
914,HK.02628,金融證券,保險,N/A,-3.63,61,55,48,67
915,HK.02326,科技,電腦及周邊產品,N/A,-3.83,61,68,60,18
916,HK.01837,食品/飲料製造,包裝食品與肉類,N/A,-3.84,61,51,67,62
917,HK.01622,地產,中國房地產,N/A,-4.03,61,22,34,41
918,HK.03303,石油化工,石油/燃氣設備及服務,N/A,-4.21,61,71,59,8
919,HK.01382,紡織/服飾製造,紡織及成衣,N/A,-4.22,61,48,54,76
920,HK.01832,飲食/酒店/旅遊,酒店,N/A,-4.26,61,36,44,24
921,HK.02778,地產,房地產投資信託基金,N/A,-4.42,60,49,54,61
922,HK.01772,金屬/採礦,金屬採礦及相關貿易,N/A,-4.42,60,30,40,8
923,HK.01338,工業,個人及家居用品,N/A,-4.59,60,71,68,89
924,HK.06819,保健/生物科技,醫療保健服務,N/A,-4.87,60,45,27,64
925,HK.01234,紡織/服飾製造,紡織及成衣,N/A,-4.93,60,62,57,64
926,HK.00575,保健/生物科技,生物科技,N/A,-4.97,60,78,77,62
927,HK.02607,保健/生物科技,製藥,N/A,-5.24,60,19,28,51
928,HK.03108,其他,交易所買賣基金,N/A,-5.26,60,55,42,51
929,HK.03124,其他,交易所買賣基金,N/A,-5.27,60,63,63,47
930,HK.00497,地產,地產投資,N/A,-5.28,60,61,65,68
931,HK.07261,其他,基金,N/A,-5.32,60,29,46,16
932,HK.03898,工業,工業機械及設備,N/A,-5.43,60,64,22,39
933,HK.03091,其他,交易所買賣基金,N/A,-5.47,60,48,55,49
934,HK.01849,影視/傳媒,廣告,N/A,-5.62,60,66,82,33
935,HK.01335,公用事業,環保公用事業,N/A,-5.66,60,36,20,23
936,HK.02181,保健/生物科技,生物科技,N/A,-5.76,60,48,62,59
937,HK.82846,其他,交易所買賣基金,N/A,-5.79,60,60,52,55
938,HK.00485,地產,中國房地產,N/A,-5.8,60,49,39,86
939,HK.01181,飲食/酒店/旅遊,食肆,N/A,-5.8,60,58,51,77
940,HK.00982,地產,物業管理及代理,N/A,-5.82,60,62,71,71
941,HK.00588,地產,中國房地產,N/A,-5.83,60,54,64,71
942,HK.01552,建築及建築材料,建築,N/A,-5.83,60,15,20,21
943,HK.02262,建築及建築材料,建築,N/A,-5.83,60,50,64,29
944,HK.02843,其他,交易所買賣基金,N/A,-5.86,60,58,53,60
945,HK.02822,其他,交易所買賣基金,N/A,-5.97,59,60,56,57
946,HK.03119,其他,交易所買賣基金,N/A,-6.0,59,43,39,61
947,HK.01176,地產,中國房地產,N/A,-6.05,59,61,43,23
948,HK.03073,其他,交易所買賣基金,N/A,-6.06,59,54,50,59
949,HK.00604,地產,中國房地產,N/A,-6.14,59,61,75,84
950,HK.08115,其他,綜合支援服務,N/A,-6.21,59,69,14,37
951,HK.02331,紡織/服飾製造,體育用品,N/A,-6.37,59,39,20,10
952,HK.09608,地產,物業管理及代理,N/A,-6.66,59,56,69,24
953,HK.02283,工業,工業機械及設備,N/A,-6.89,59,66,72,38
954,HK.00759,零售/貿易,其他零售,N/A,-6.96,59,46,57,66
955,HK.83188,其他,交易所買賣基金,N/A,-7.07,59,61,53,57
956,HK.08425,建築及建築材料,建築,N/A,-7.08,59,88,92,99
957,HK.83031,其他,交易所買賣基金,N/A,-7.2,59,56,48,45
958,HK.03037,其他,交易所買賣基金,N/A,-7.21,59,56,59,64
959,HK.02827,其他,交易所買賣基金,N/A,-7.38,59,54,48,53
960,HK.03128,其他,交易所買賣基金,N/A,-7.39,59,56,50,66
961,HK.03024,其他,交易所買賣基金,N/A,-7.54,59,52,48,59
962,HK.00210,紡織/服飾製造,鞋類,N/A,-7.64,59,76,33,68
963,HK.01278,地產,中國房地產,N/A,-7.74,59,55,80,89
964,HK.00565,地產,中國房地產,N/A,-7.74,59,50,68,17
965,HK.00093,金融證券,消費信貸及貸款融資,N/A,-7.76,59,28,57,80
966,HK.00181,飲食/酒店/旅遊,酒店,N/A,-7.8,59,43,77,35
967,HK.00031,電子,電器部件及設備,N/A,-7.83,59,61,70,32
968,HK.02688,公用事業,燃氣公用事業,N/A,-7.87,59,52,34,71
969,HK.02116,石油化工,綜合化工產品,N/A,-7.88,58,60,60,31
970,HK.00396,工業,家居耐用消費品,N/A,-8.03,58,70,32,32
971,HK.02038,科技,綜合科技,N/A,-8.23,58,45,22,24
972,HK.01907,金屬/採礦,煤炭開採及相關貿易,N/A,-8.24,58,47,26,17
973,HK.08229,科技,軟件及資訊科技顧問,N/A,-8.26,58,15,7,9
974,HK.00834,食品/飲料製造,農產品,N/A,-8.46,58,45,30,32
975,HK.01336,金融證券,保險,N/A,-8.53,58,45,62,69
976,HK.00321,紡織/服飾製造,紡織及成衣,N/A,-8.76,58,46,48,40
977,HK.00881,零售/貿易,汽車零售,N/A,-8.79,58,39,32,21
978,HK.01033,石油化工,石油/燃氣勘探,N/A,-8.9,58,50,54,18
979,HK.03608,建築及建築材料,建築,N/A,-9.02,58,81,92,93
980,HK.03134,其他,交易所買賣基金,N/A,-9.03,58,28,23,14
981,HK.00193,地產,中國房地產,N/A,-9.06,58,80,82,69
982,HK.00694,航空,航空支援及其他服務,N/A,-9.34,58,46,47,60
983,HK.00165,金融證券,證券及經紀業,N/A,-9.56,58,59,49,65
984,HK.00060,食品/飲料製造,包裝食品與肉類,N/A,-9.89,58,58,52,64
985,HK.01793,建築及建築材料,建築,N/A,-10.04,58,50,55,44
986,HK.00538,飲食/酒店/旅遊,食肆,N/A,-10.3,58,42,47,32
987,HK.00411,食品/飲料製造,農產品,N/A,-10.34,58,39,41,32
988,HK.06822,工業,家居耐用消費品,N/A,-10.38,58,58,43,65
989,HK.01166,電子,電器部件及設備,N/A,-10.41,58,40,70,11
990,HK.03023,其他,交易所買賣基金,N/A,-10.44,58,46,56,30
991,HK.03991,科技,綜合科技,N/A,-10.45,58,66,56,70
992,HK.83115,其他,交易所買賣基金,N/A,-10.49,57,61,64,63
993,HK.00825,零售/貿易,百貨公司,N/A,-10.72,57,58,39,31
994,HK.01245,飲食/酒店/旅遊,賭場與賭博,N/A,-10.72,57,47,41,15
995,HK.03919,電子,電器部件及設備,N/A,-10.74,57,63,88,88
996,HK.82833,其他,交易所買賣基金,N/A,-10.76,57,61,63,63
997,HK.00777,科技,軟件及資訊科技顧問,N/A,-10.81,57,56,28,54
998,HK.03302,電子,電器部件及設備,N/A,-10.84,57,11,27,38
999,HK.02202,地產,中國房地產,N/A,-10.99,57,68,65,76
1000,HK.07266,其他,基金,N/A,-11.0,57,28,46,17
1001,HK.01696,保健/生物科技,醫療保健設備及用品,N/A,-11.2,57,34,23,2
1002,HK.01273,金融證券,消費信貸及貸款融資,N/A,-11.37,57,45,44,47
1003,HK.00126,飲食/酒店/旅遊,食肆,N/A,-11.47,57,64,44,20
1004,HK.01888,電子,電器部件及設備,N/A,-11.52,57,43,47,66
1005,HK.00328,電子,電子消費品,N/A,-11.52,57,98,92,38
1006,HK.01903,建築及建築材料,建築,N/A,-11.54,57,47,72,67
1007,HK.01746,建築及建築材料,建築,N/A,-11.68,57,24,43,35
1008,HK.02823,其他,交易所買賣基金,N/A,-11.69,57,58,54,57
1009,HK.06196,銀行,綜合性銀行,N/A,-11.82,57,46,60,55
1010,HK.83108,其他,交易所買賣基金,N/A,-11.83,57,57,47,54
1011,HK.00117,電子,電器部件及設備,N/A,-11.84,57,76,73,42
1012,HK.02113,建築及建築材料,建築,N/A,-11.86,57,53,77,31
1013,HK.82843,其他,交易所買賣基金,N/A,-11.93,57,62,57,62
1014,HK.01428,金融證券,證券及經紀業,N/A,-11.96,57,61,77,86
1015,HK.06083,物流運輸,航空貨運與物流,N/A,-12.01,57,52,71,42
1016,HK.00191,綜合企業,綜合企業,N/A,-12.11,56,70,76,57
1017,HK.01119,科技,軟件及資訊科技顧問,N/A,-12.12,56,37,21,24
1018,HK.01413,建築及建築材料,建築,N/A,-12.39,56,69,35,81
1019,HK.00385,建築及建築材料,建築,N/A,-12.51,56,52,67,74
1020,HK.02848,其他,交易所買賣基金,N/A,-12.82,56,55,71,62
1021,HK.01965,地產,物業管理及代理,N/A,-13.05,56,74,73,91
1022,HK.00160,地產,中國房地產,N/A,-13.37,56,50,59,45
1023,HK.03601,科技,軟件及資訊科技顧問,N/A,-13.45,56,85,76,94
1024,HK.03308,零售/貿易,百貨公司,N/A,-13.51,56,62,52,57
1025,HK.02278,地產,中國房地產,N/A,-13.54,56,36,52,64
1026,HK.00635,工業,玩具,N/A,-13.66,56,43,54,68
1027,HK.03318,食品/飲料製造,綜合飲食製造,N/A,-13.89,56,67,7,26
1028,HK.01447,建築及建築材料,建築,N/A,-13.9,56,26,16,22
1029,HK.01845,工業,環保產品及服務,N/A,-13.97,56,51,64,16
1030,HK.08536,石油化工,石油/燃氣加工及分銷,N/A,-13.98,56,33,2,3
1031,HK.82822,其他,交易所買賣基金,N/A,-13.99,56,64,59,61
1032,HK.83128,其他,交易所買賣基金,N/A,-14.0,56,61,54,69
1033,HK.00925,地產,中國房地產,N/A,-14.04,56,63,58,61
1034,HK.01803,飲食/酒店/旅遊,酒店,N/A,-14.11,56,49,29,45
1035,HK.01289,電子,電器部件及設備,N/A,-14.38,56,57,56,45
1036,HK.08631,石油化工,石油/燃氣加工及分銷,N/A,-14.51,56,73,26,16
1037,HK.01381,公用事業,環保公用事業,N/A,-14.6,56,55,50,20
1038,HK.02266,建築及建築材料,建築,N/A,-14.7,56,65,91,76
1039,HK.01643,保健/生物科技,製藥,N/A,-14.87,55,53,48,93
1040,HK.00101,地產,中國房地產,N/A,-15.12,55,41,66,61
1041,HK.03993,金屬/採礦,金屬採礦及相關貿易,N/A,-15.21,55,53,80,27
1042,HK.00118,工業,工業機械及設備,N/A,-15.24,55,62,56,37
1043,HK.00169,飲食/酒店/旅遊,酒店,N/A,-15.71,55,59,78,72
1044,HK.06893,工業,個人及家居用品,N/A,-15.8,55,64,70,89
1045,HK.00613,金融證券,證券及經紀業,N/A,-15.87,55,69,90,92
1046,HK.08032,紡織/服飾製造,體育用品,N/A,-15.98,55,25,8,5
1047,HK.00010,地產,地產投資,N/A,-16.11,55,37,55,54
1048,HK.00240,建築及建築材料,建築,N/A,-16.19,55,48,63,48
1049,HK.02015,工業,汽車,N/A,-16.24,55,49,63,39
1050,HK.02208,工業,工業機械及設備,N/A,-16.34,55,68,59,21
1051,HK.00303,科技,電訊及網絡器材,N/A,-16.38,55,58,47,69
1052,HK.01044,工業,個人及家居用品,N/A,-16.52,55,68,71,81
1053,HK.01922,地產,物業管理及代理,N/A,-16.61,55,51,64,88
1054,HK.00598,物流運輸,海港與服務,N/A,-16.64,55,70,65,64
1055,HK.00356,金融證券,投資控股及資產管理,N/A,-16.78,55,33,48,62
1056,HK.00757,工業,環保產品及服務,N/A,-16.82,55,37,64,10
1057,HK.01826,金融證券,其它綜合性金融服務,N/A,-17.16,55,81,63,45
1058,HK.00114,工業,玩具,N/A,-17.24,55,63,64,72
1059,HK.06858,工業,個人及家居用品,N/A,-17.26,55,64,72,84
1060,HK.01585,工業,汽車,N/A,-17.31,55,83,78,73
1061,HK.00206,石油化工,石油/燃氣設備及服務,N/A,-17.38,55,32,6,16
1062,HK.01958,工業,汽車,N/A,-17.41,55,62,22,48
1063,HK.00842,電子,電器部件及設備,N/A,-17.45,54,67,33,23
1064,HK.00333,紡織/服飾製造,紡織及成衣,N/A,-17.51,54,52,71,69
1065,HK.08148,科技,軟件及資訊科技顧問,N/A,-17.64,54,76,65,73
1066,HK.01766,工業,工業機械及設備,N/A,-17.66,54,44,30,34
1067,HK.03012,其他,交易所買賣基金,N/A,-17.81,54,44,51,49
1068,HK.01168,地產,中國房地產,N/A,-17.93,54,59,75,87
1069,HK.01329,地產,中國房地產,N/A,-17.93,54,76,68,56
1070,HK.08373,建築及建築材料,建築,N/A,-17.93,54,54,49,64
1071,HK.01656,電子,電器部件及設備,N/A,-17.94,54,34,25,36
1072,HK.03688,地產,中國房地產,N/A,-17.96,54,55,68,68
1073,HK.02779,其他,綜合支援服務,N/A,-17.98,54,81,84,85
1074,HK.09022,其他,交易所買賣基金,N/A,-18.02,54,47,55,42
1075,HK.08296,其他,殯儀服務,N/A,-18.05,54,59,19,15
1076,HK.01358,保健/生物科技,醫療保健設備及用品,N/A,-18.08,54,38,30,6
1077,HK.00467,石油化工,石油/燃氣設備及服務,N/A,-18.08,54,16,27,96
1078,HK.03689,保健/生物科技,醫療保健服務,N/A,-18.14,54,54,71,88
1079,HK.06909,零售/貿易,汽車零售,N/A,-18.14,54,67,50,68
1080,HK.06069,金融證券,消費信貸及貸款融資,N/A,-18.18,54,56,40,20
1081,HK.82823,其他,交易所買賣基金,N/A,-18.28,54,62,58,59
1082,HK.01526,保健/生物科技,醫療保健服務,N/A,-18.43,54,66,82,41
1083,HK.03828,工業,個人及家居用品,N/A,-18.57,54,84,84,89
1084,HK.00352,地產,物業管理及代理,N/A,-18.81,54,15,87,59
1085,HK.02666,保健/生物科技,醫療保健服務,N/A,-18.89,54,67,61,50
1086,HK.01093,保健/生物科技,製藥,N/A,-19.11,54,26,33,64
1087,HK.00057,工業,工業機械及設備,N/A,-19.46,53,35,34,61
1088,HK.01938,石油化工,石油/燃氣設備及服務,N/A,-19.64,53,54,81,66
1089,HK.00341,飲食/酒店/旅遊,食肆,N/A,-19.77,53,60,64,75
1090,HK.08035,物流運輸,航空貨運與物流,N/A,-20.14,53,51,72,29
1091,HK.02107,地產,物業管理及代理,N/A,-20.15,53,86,39,25
1092,HK.08401,影視/傳媒,廣告,N/A,-20.32,53,90,95,99
1093,HK.00403,工業,造紙、印刷及包裝,N/A,-20.51,53,46,31,25
1094,HK.00912,電子,電子消費品,N/A,-20.55,53,46,61,31
1095,HK.01975,工業,造紙、印刷及包裝,N/A,-20.65,53,57,47,21
1096,HK.00919,零售/貿易,美容護膚,N/A,-20.82,53,72,50,7
1097,HK.01455,工業,個人及家居用品,N/A,-20.84,53,48,43,49
1098,HK.00358,金屬/採礦,金屬採礦及相關貿易,N/A,-20.87,53,44,70,36
1099,HK.08476,食品/飲料製造,包裝食品與肉類,N/A,-21.04,53,70,41,28
1100,HK.00815,金屬/採礦,金屬採礦及相關貿易,N/A,-21.13,53,42,64,88
1101,HK.02678,紡織/服飾製造,紡織及成衣,N/A,-21.14,53,29,38,15
1102,HK.06117,物流運輸,海港與服務,N/A,-21.14,53,69,51,65
1103,HK.01147,科技,軟件及資訊科技顧問,N/A,-21.27,53,75,55,38
1104,HK.02327,保健/生物科技,醫療保健設備及用品,N/A,-21.38,53,53,40,35
1105,HK.01635,公用事業,燃氣公用事業,N/A,-21.47,53,60,64,76
1106,HK.03377,地產,中國房地產,N/A,-21.49,53,32,11,30
1107,HK.00371,公用事業,水公用事業,N/A,-21.52,53,38,39,38
1108,HK.03869,保健/生物科技,醫療保健服務,N/A,-21.64,53,57,58,73
1109,HK.00368,建築及建築材料,建築,N/A,-21.9,53,73,82,91
1110,HK.03022,其他,交易所買賣基金,N/A,-21.96,52,47,56,42
1111,HK.00171,地產,中國房地產,N/A,-22.17,52,62,75,91
1112,HK.03963,金融證券,消費信貸及貸款融資,N/A,-22.17,52,78,90,88
1113,HK.01662,建築及建築材料,建築,N/A,-22.24,52,83,96,85
1114,HK.00163,地產,地產投資,N/A,-22.27,52,68,62,55
1115,HK.00413,工業,玩具,N/A,-22.27,52,79,69,87
1116,HK.00475,工業,環保產品及服務,N/A,-22.33,52,48,42,9
1117,HK.02324,金融證券,投資控股及資產管理,N/A,-22.51,52,49,36,77
1118,HK.00889,電子,電器部件及設備,N/A,-22.54,52,69,71,80
1119,HK.08547,工業,家居耐用消費品,N/A,-22.54,52,6,97,6
1120,HK.00029,地產,中國房地產,N/A,-22.83,52,57,84,78
1121,HK.01853,公用事業,環保公用事業,N/A,-23.26,52,32,32,76
