Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1,HK.09688,保健/生物科技,生物科技,N/A,377.21,99,98,97,83
2,HK.01723,科技,電訊服務,N/A,374.09,99,99,9,26
3,HK.00059,地產,中國房地產,N/A,353.59,99,54,55,66
4,HK.06158,地產,中國房地產,N/A,328.41,99,99,70,77
5,HK.06958,地產,物業管理及代理,N/A,311.89,99,99,58,28
6,HK.01592,建築及建築材料,建築材料,N/A,311.66,99,99,85,1
7,HK.00767,金融證券,消費信貸及貸款融資,N/A,303.87,99,96,99,17
8,HK.08083,科技,電子商貿及互聯網服務,N/A,300.59,99,99,99,96
9,HK.08472,工業,環保產品及服務,N/A,293.89,99,0,6,2
10,HK.02216,保健/生物科技,生物科技,N/A,290.64,99,98,95,94
11,HK.01566,飲食/酒店/旅遊,酒店,N/A,290.56,99,99,99,82
12,HK.01865,建築及建築材料,建築,N/A,277.02,99,25,51,46
13,HK.02127,工業,家居耐用消費品,N/A,271.28,99,97,89,28
14,HK.06068,其他,綜合支援服務,N/A,261.45,99,99,99,97
15,HK.02599,地產,綜合地產,N/A,257.15,99,97,99,68
16,HK.00715,地產,中國房地產,N/A,257.04,99,99,46,84
17,HK.06609,保健/生物科技,生物科技,N/A,249.04,99,98,91,93
18,HK.02048,地產,物業管理及代理,N/A,248.52,99,98,86,99
19,HK.01773,其他,綜合支援服務,N/A,248.06,99,99,98,99
20,HK.01516,地產,物業管理及代理,N/A,243.17,99,98,97,64
21,HK.02158,保健/生物科技,醫療保健服務,N/A,243.02,99,98,95,95
22,HK.00339,金融證券,投資控股及資產管理,N/A,241.95,99,98,76,18
23,HK.01765,其他,綜合支援服務,N/A,241.17,99,94,95,85
24,HK.08091,影視/傳媒,廣告,N/A,241.07,99,98,11,3
25,HK.03603,地產,中國房地產,N/A,241.03,98,77,96,95
26,HK.00299,地產,中國房地產,N/A,239.62,98,99,99,94
27,HK.01282,綜合企業,綜合企業,N/A,239.59,98,93,84,62
28,HK.08513,保健/生物科技,醫療保健設備及用品,N/A,239.45,98,98,97,96
29,HK.00336,食品/飲料製造,綜合飲食製造,N/A,236.84,98,97,97,12
30,HK.08187,金融證券,消費信貸及貸款融資,N/A,233.0,98,99,99,23
31,HK.02168,地產,物業管理及代理,N/A,230.51,98,95,94,86
32,HK.06899,科技,軟件及資訊科技顧問,N/A,230.39,98,96,92,88
33,HK.00102,飲食/酒店/旅遊,賭場與賭博,N/A,228.48,98,99,99,94
34,HK.08056,飲食/酒店/旅遊,食肆,N/A,227.8,98,7,5,6
35,HK.01383,飲食/酒店/旅遊,旅遊,N/A,225.78,98,98,99,96
36,HK.01159,影視/傳媒,影視娛樂,N/A,222.94,98,97,94,91
37,HK.02192,保健/生物科技,醫療保健服務,N/A,222.74,98,99,96,18
38,HK.01769,其他,綜合支援服務,N/A,221.05,98,98,98,99
39,HK.09996,保健/生物科技,生物科技,N/A,216.73,98,97,97,92
40,HK.02137,保健/生物科技,生物科技,N/A,216.16,98,98,81,20
41,HK.01317,其他,綜合支援服務,N/A,212.31,98,96,99,90
42,HK.01255,零售/貿易,成衣及服飾零售,N/A,211.34,98,89,94,97
43,HK.00438,工業,環保產品及服務,N/A,210.95,98,92,86,69
44,HK.02256,保健/生物科技,生物科技,N/A,209.18,98,96,89,52
45,HK.01739,科技,電子商貿及互聯網服務,N/A,209.11,98,98,98,94
46,HK.00873,地產,物業管理及代理,N/A,208.51,98,95,98,81
47,HK.02171,保健/生物科技,生物科技,N/A,208.36,98,94,93,12
48,HK.08078,影視/傳媒,影視娛樂,N/A,207.42,98,90,92,92
49,HK.06169,其他,綜合支援服務,N/A,206.55,97,95,98,87
50,HK.08297,紡織/服飾製造,紡織及成衣,N/A,206.46,97,98,99,2
51,HK.08363,其他,綜合支援服務,N/A,205.81,97,99,98,98
52,HK.02051,金融證券,消費信貸及貸款融資,N/A,204.55,97,95,86,54
53,HK.07226,其他,基金,N/A,204.54,97,97,95,95
54,HK.06998,保健/生物科技,生物科技,N/A,204.52,97,97,97,95
55,HK.00042,工業,工業機械及設備,N/A,204.51,97,95,43,33
56,HK.00863,金融證券,其它綜合性金融服務,N/A,203.69,97,89,93,83
57,HK.01859,地產,中國房地產,N/A,201.93,97,92,78,80
58,HK.08262,建築及建築材料,建築,N/A,201.91,97,97,82,48
59,HK.02768,地產,中國房地產,N/A,200.48,97,91,64,70
60,HK.01297,科技,軟件及資訊科技顧問,N/A,199.21,97,91,89,90
61,HK.09926,保健/生物科技,生物科技,N/A,198.74,97,96,96,32
62,HK.09991,科技,電子商貿及互聯網服務,N/A,198.65,97,97,96,96
63,HK.06699,保健/生物科技,醫療保健服務,N/A,197.62,97,97,94,84
64,HK.08075,影視/傳媒,影視娛樂,N/A,196.48,97,89,24,1
65,HK.01813,地產,中國房地產,N/A,195.62,97,95,95,89
66,HK.08385,影視/傳媒,出版,N/A,195.51,97,90,98,97
67,HK.00853,保健/生物科技,醫療保健設備及用品,N/A,195.41,97,94,95,79
68,HK.06116,紡織/服飾製造,紡織及成衣,N/A,195.0,97,71,26,15
69,HK.00909,科技,軟件及資訊科技顧問,N/A,193.15,97,97,96,81
70,HK.09995,保健/生物科技,生物科技,N/A,193.04,97,89,95,26
71,HK.06185,保健/生物科技,生物科技,N/A,192.83,97,88,93,67
72,HK.01952,保健/生物科技,生物科技,N/A,192.74,96,96,95,93
73,HK.06969,工業,造紙、印刷及包裝,N/A,190.9,96,95,81,82
74,HK.03639,地產,中國房地產,N/A,190.65,96,90,95,93
75,HK.01323,建築及建築材料,建築材料,N/A,190.64,96,99,99,15
76,HK.01981,影視/傳媒,影視娛樂,N/A,190.23,96,94,97,97
77,HK.08156,工業,個人及家居用品,N/A,189.86,96,89,91,54
78,HK.06978,保健/生物科技,生物科技,N/A,189.5,96,98,97,18
79,HK.08239,金融證券,消費信貸及貸款融資,N/A,188.87,96,99,99,16
80,HK.01873,保健/生物科技,生物科技,N/A,187.85,96,92,92,84
81,HK.00616,地產,地產投資,N/A,186.42,96,97,98,51
82,HK.02177,科技,電子商貿及互聯網服務,N/A,185.89,96,95,93,98
83,HK.01951,保健/生物科技,生物科技,N/A,185.66,96,92,94,69
84,HK.00589,建築及建築材料,建築,N/A,185.6,96,74,69,74
85,HK.09626,科技,電子商貿及互聯網服務,N/A,185.34,96,96,98,87
86,HK.01801,保健/生物科技,生物科技,N/A,185.04,96,95,95,56
87,HK.02333,工業,汽車,N/A,184.88,96,95,77,10
88,HK.06855,保健/生物科技,生物科技,N/A,183.37,96,92,87,84
89,HK.00886,食品/飲料製造,飲品,N/A,183.31,96,97,99,86
90,HK.08096,飲食/酒店/旅遊,食肆,N/A,183.3,96,11,11,5
91,HK.02363,科技,電腦及周邊產品,N/A,182.11,96,94,89,97
92,HK.09909,地產,物業管理及代理,N/A,182.11,96,99,74,88
93,HK.01253,建築及建築材料,建築,N/A,181.53,96,86,90,86
94,HK.00698,電子,電器部件及設備,N/A,180.93,96,93,92,96
95,HK.01143,電子,電子消費品,N/A,180.69,96,94,97,98
96,HK.06669,保健/生物科技,生物科技,N/A,179.94,95,97,87,85
97,HK.06606,保健/生物科技,生物科技,N/A,179.08,95,89,95,98
98,HK.01145,物流運輸,海運,N/A,178.8,95,53,25,76
99,HK.08321,建築及建築材料,建築,N/A,177.71,95,38,10,1
100,HK.00474,工業,工業機械及設備,N/A,177.63,95,98,69,61
101,HK.01833,保健/生物科技,醫療保健服務,N/A,177.62,95,95,98,95
102,HK.00241,科技,電子商貿及互聯網服務,N/A,177.52,95,96,97,92
103,HK.02235,保健/生物科技,生物科技,N/A,177.38,95,97,91,57
104,HK.01916,銀行,綜合性銀行,N/A,177.36,95,91,80,41
105,HK.08308,飲食/酒店/旅遊,酒店,N/A,177.29,95,97,97,96
106,HK.09901,其他,綜合支援服務,N/A,176.09,95,97,98,99
107,HK.00707,綜合企業,綜合企業,N/A,175.4,95,95,92,91
108,HK.01568,建築及建築材料,建築,N/A,175.24,95,96,97,96
109,HK.01439,工業,造紙、印刷及包裝,N/A,175.17,95,88,88,81
110,HK.08606,科技,軟件及資訊科技顧問,N/A,175.0,95,96,88,58
111,HK.08176,零售/貿易,美容護膚,N/A,174.7,95,96,88,97
112,HK.01316,工業,汽車,N/A,172.25,95,93,38,39
113,HK.08218,電子,電器部件及設備,N/A,171.73,95,96,66,72
114,HK.08186,工業,林業,N/A,171.64,95,81,9,71
115,HK.00106,地產,中國房地產,N/A,169.54,95,91,94,63
116,HK.03978,其他,綜合支援服務,N/A,167.93,95,95,99,99
117,HK.08471,紡織/服飾製造,紡織及成衣,N/A,167.92,95,94,90,16
118,HK.06839,公用事業,水公用事業,N/A,167.73,95,80,70,57
119,HK.00493,零售/貿易,電子消費品,N/A,167.71,94,92,85,78
120,HK.08487,科技,電訊及網絡器材,N/A,167.14,94,98,98,99
121,HK.01478,科技,綜合科技,N/A,165.98,94,93,85,56
122,HK.01529,物流運輸,航空貨運與物流,N/A,165.82,94,3,6,7
123,HK.01645,工業,工業機械及設備,N/A,165.71,94,70,51,35
124,HK.02858,金融證券,消費信貸及貸款融資,N/A,165.13,94,91,89,93
125,HK.02013,科技,軟件及資訊科技顧問,N/A,164.77,94,95,96,49
126,HK.02126,保健/生物科技,生物科技,N/A,164.58,94,96,95,97
127,HK.01112,食品/飲料製造,飲品,N/A,163.23,94,93,94,95
128,HK.01233,地產,中國房地產,N/A,163.04,94,96,94,95
129,HK.08295,科技,電訊服務,N/A,162.4,94,93,96,72
130,HK.01715,工業,家居耐用消費品,N/A,161.84,94,83,68,69
131,HK.09668,銀行,綜合性銀行,N/A,160.66,94,92,89,80
132,HK.00799,科技,軟件及資訊科技顧問,N/A,158.97,94,94,93,80
133,HK.00472,飲食/酒店/旅遊,酒店,N/A,157.7,94,80,85,68
134,HK.00627,地產,中國房地產,N/A,157.35,94,98,98,86
135,HK.00809,保健/生物科技,化肥與農用藥劑,N/A,157.13,94,81,94,14
136,HK.08103,影視/傳媒,影視娛樂,N/A,155.53,94,38,84,27
137,HK.02219,保健/生物科技,醫療保健服務,N/A,155.45,94,95,96,90
138,HK.08227,科技,電訊及網絡器材,N/A,155.41,94,97,75,81
139,HK.00377,物流運輸,航空貨運與物流,N/A,155.39,94,93,97,98
140,HK.02369,科技,綜合科技,N/A,154.91,94,88,45,12
141,HK.03893,工業,家居耐用消費品,N/A,154.62,94,99,97,8
142,HK.00585,金融證券,證券及經紀業,N/A,154.43,94,75,87,87
143,HK.00362,石油化工,綜合化工產品,N/A,154.34,93,94,97,95
144,HK.08621,金融證券,消費信貸及貸款融資,N/A,154.16,93,93,49,83
145,HK.01238,地產,中國房地產,N/A,153.99,93,96,81,47
146,HK.08412,飲食/酒店/旅遊,食肆,N/A,153.85,93,98,98,99
147,HK.08052,飲食/酒店/旅遊,食肆,N/A,152.83,93,93,37,35
148,HK.01521,保健/生物科技,生物科技,N/A,152.24,93,85,79,57
149,HK.00361,紡織/服飾製造,體育用品,N/A,150.96,93,96,62,1
150,HK.01652,保健/生物科技,製藥,N/A,150.7,93,92,98,90
151,HK.01579,食品/飲料製造,綜合飲食製造,N/A,150.63,93,97,92,90
152,HK.08257,科技,半導體,N/A,150.44,93,51,83,74
153,HK.00384,公用事業,燃氣公用事業,N/A,149.41,93,94,94,90
154,HK.02371,其他,綜合支援服務,N/A,149.37,93,92,52,5
155,HK.02618,物流運輸,航空貨運與物流,N/A,149.33,93,89,88,89
156,HK.01753,影視/傳媒,廣告,N/A,148.24,93,92,92,78
157,HK.00602,零售/貿易,百貨公司,N/A,147.82,93,93,87,87
158,HK.08326,公用事業,環保公用事業,N/A,147.45,93,96,15,15
159,HK.00839,其他,綜合支援服務,N/A,146.77,93,95,90,55
160,HK.00997,其他,綜合支援服務,N/A,146.37,93,91,99,4
161,HK.09928,地產,物業管理及代理,N/A,145.81,93,90,92,94
162,HK.01831,影視/傳媒,廣告,N/A,145.55,93,87,68,8
163,HK.01911,金融證券,投資控股及資產管理,N/A,145.31,93,92,84,32
164,HK.03321,建築及建築材料,建築,N/A,144.91,93,94,89,78
165,HK.08208,建築及建築材料,建築,N/A,144.74,93,88,97,99
166,HK.00073,食品/飲料製造,農產品,N/A,144.68,93,88,79,86
167,HK.00179,工業,汽車,N/A,144.2,92,89,77,71
168,HK.08005,電子,電子消費品,N/A,143.08,92,91,65,28
169,HK.08009,石油化工,石油/燃氣加工及分銷,N/A,142.94,92,94,69,7
170,HK.00904,食品/飲料製造,農產品,N/A,142.09,92,77,76,32
171,HK.01134,紡織/服飾製造,視力產品,N/A,141.78,92,90,94,9
172,HK.00285,科技,綜合科技,N/A,141.67,92,94,85,93
173,HK.00382,其他,綜合支援服務,N/A,141.51,92,93,92,84
174,HK.00832,地產,中國房地產,N/A,141.43,92,89,96,98
175,HK.00571,影視/傳媒,影視娛樂,N/A,141.39,92,83,96,72
176,HK.09666,地產,物業管理及代理,N/A,141.37,92,90,82,89
177,HK.01989,保健/生物科技,醫療保健服務,N/A,140.69,92,99,77,88
178,HK.03313,建築及建築材料,建築材料,N/A,140.57,92,91,86,94
179,HK.01477,保健/生物科技,生物科技,N/A,140.51,92,94,91,87
180,HK.00559,飲食/酒店/旅遊,酒店,N/A,140.36,92,90,51,3
181,HK.01789,保健/生物科技,醫療保健設備及用品,N/A,140.24,92,92,94,92
182,HK.01167,保健/生物科技,生物科技,N/A,139.34,92,95,93,57
183,HK.01752,其他,綜合支援服務,N/A,138.99,92,94,60,74
184,HK.06628,保健/生物科技,生物科技,N/A,138.37,92,92,89,79
185,HK.01917,影視/傳媒,廣告,N/A,138.2,92,92,70,92
186,HK.02298,紡織/服飾製造,紡織及成衣,N/A,137.93,92,88,92,98
187,HK.01357,科技,電子商貿及互聯網服務,N/A,137.53,92,89,68,37
188,HK.01755,地產,物業管理及代理,N/A,136.98,92,85,82,83
189,HK.01727,建築及建築材料,建築,N/A,136.82,92,87,93,95
190,HK.02680,金融證券,證券及經紀業,N/A,136.68,91,94,84,26
191,HK.01165,公用事業,環保公用事業,N/A,136.35,91,95,98,85
192,HK.01611,電子,電器部件及設備,N/A,135.94,91,89,91,16
193,HK.01105,影視/傳媒,出版,N/A,135.67,91,88,88,92
194,HK.06186,食品/飲料製造,飲品,N/A,135.31,91,88,86,90
195,HK.01031,金融證券,證券及經紀業,N/A,134.7,91,88,85,54
196,HK.02131,影視/傳媒,廣告,N/A,134.05,91,91,96,94
197,HK.09986,其他,綜合支援服務,N/A,134.05,91,94,92,97
198,HK.03818,紡織/服飾製造,體育用品,N/A,133.8,91,88,83,73
199,HK.01999,工業,家居耐用消費品,N/A,133.75,91,87,53,77
200,HK.00013,保健/生物科技,生物科技,N/A,133.7,91,86,46,41
201,HK.00606,地產,物業管理及代理,N/A,133.32,91,93,84,42
202,HK.00755,地產,中國房地產,N/A,133.29,91,85,90,85
203,HK.09869,飲食/酒店/旅遊,食肆,N/A,132.55,91,86,37,80
204,HK.00271,地產,綜合地產,N/A,131.4,91,92,98,23
205,HK.01736,科技,電子商貿及互聯網服務,N/A,131.39,91,84,94,97
206,HK.00772,影視/傳媒,出版,N/A,130.59,91,93,81,80
207,HK.00451,公用事業,環保公用事業,N/A,129.94,91,83,93,10
208,HK.00235,金融證券,消費信貸及貸款融資,N/A,129.72,91,89,95,98
209,HK.08029,金融證券,證券及經紀業,N/A,129.43,91,88,70,12
210,HK.00812,金融證券,證券及經紀業,N/A,129.31,91,93,87,87
211,HK.01628,地產,中國房地產,N/A,128.79,91,96,96,99
212,HK.06877,金融證券,證券及經紀業,N/A,126.78,91,87,86,70
213,HK.02018,電子,電器部件及設備,N/A,126.6,91,94,91,89
214,HK.02135,保健/生物科技,醫療保健服務,N/A,125.89,90,93,85,93
215,HK.01097,影視/傳媒,電視廣播,N/A,125.53,90,87,54,34
216,HK.01896,影視/傳媒,影視娛樂,N/A,125.48,90,86,58,79
217,HK.01473,科技,電訊及網絡器材,N/A,125.32,90,92,95,91
218,HK.01759,公用事業,燃氣公用事業,N/A,124.93,90,85,82,21
219,HK.00209,工業,玩具,N/A,124.5,90,95,93,35
220,HK.01858,保健/生物科技,醫療保健設備及用品,N/A,123.03,90,92,87,69
221,HK.02777,地產,中國房地產,N/A,123.02,90,87,96,95
222,HK.01128,飲食/酒店/旅遊,賭場與賭博,N/A,122.5,90,83,82,96
223,HK.06996,保健/生物科技,生物科技,N/A,122.39,90,89,96,97
224,HK.00667,其他,綜合支援服務,N/A,122.13,90,91,98,93
225,HK.00357,航空,航空支援及其他服務,N/A,121.94,90,90,89,63
226,HK.02142,保健/生物科技,生物科技,N/A,121.89,90,96,82,94
227,HK.03692,保健/生物科技,製藥,N/A,121.81,90,83,91,97
228,HK.00554,石油化工,石油/燃氣設備及服務,N/A,121.78,90,96,93,52
229,HK.01026,公用事業,水公用事業,N/A,121.47,90,91,91,54
230,HK.01691,工業,家居耐用消費品,N/A,121.05,90,93,87,86
231,HK.09966,保健/生物科技,生物科技,N/A,120.86,90,93,89,34
232,HK.07288,其他,基金,N/A,120.56,90,90,84,83
233,HK.00425,工業,汽車,N/A,120.45,90,90,23,60
234,HK.00312,零售/貿易,百貨公司,N/A,120.34,90,91,91,98
235,HK.08026,零售/貿易,鐘錶珠寶,N/A,120.11,90,84,76,51
236,HK.00586,工業,環保產品及服務,N/A,120.01,90,87,28,30
237,HK.02329,地產,中國房地產,N/A,120.0,89,86,80,91
238,HK.02198,石油化工,綜合化工產品,N/A,120.0,89,87,60,66
239,HK.03174,其他,交易所買賣基金,N/A,119.92,89,89,91,84
240,HK.08137,電子,電器部件及設備,N/A,119.92,89,75,90,43
241,HK.03798,科技,軟件及資訊科技顧問,N/A,119.88,89,90,93,99
242,HK.03913,地產,物業管理及代理,N/A,119.77,89,89,95,83
243,HK.00465,科技,綜合科技,N/A,119.72,89,85,83,40
244,HK.01232,地產,中國房地產,N/A,119.69,89,85,96,99
245,HK.06862,飲食/酒店/旅遊,食肆,N/A,119.44,89,93,97,97
246,HK.00115,地產,中國房地產,N/A,118.15,89,77,66,77
247,HK.03319,地產,物業管理及代理,N/A,117.74,89,89,96,77
248,HK.08462,其他,綜合支援服務,N/A,117.49,89,84,97,81
249,HK.08287,科技,電訊及網絡器材,N/A,117.28,89,58,63,99
250,HK.00200,飲食/酒店/旅遊,賭場與賭博,N/A,116.86,89,86,79,90
251,HK.06098,地產,物業管理及代理,N/A,116.17,89,90,85,46
252,HK.01671,公用事業,電力公用事業,N/A,115.44,89,71,68,23
253,HK.01707,建築及建築材料,建築,N/A,115.39,89,86,54,40
254,HK.08178,科技,軟件及資訊科技顧問,N/A,114.65,89,87,46,86
255,HK.02033,零售/貿易,鐘錶珠寶,N/A,114.47,89,82,70,50
256,HK.01302,保健/生物科技,醫療保健設備及用品,N/A,114.1,89,77,79,39
257,HK.01797,其他,綜合支援服務,N/A,114.08,89,92,89,99
258,HK.00136,科技,電子商貿及互聯網服務,N/A,113.72,89,89,88,88
259,HK.01499,建築及建築材料,建築,N/A,113.57,89,87,88,27
260,HK.09069,其他,交易所買賣基金,N/A,113.15,89,88,90,88
261,HK.06826,保健/生物科技,生物科技,N/A,112.97,88,82,79,52
262,HK.02209,科技,電子商貿及互聯網服務,N/A,112.84,88,90,92,99
263,HK.02148,工業,家居耐用消費品,N/A,112.36,88,91,89,63
264,HK.00724,科技,半導體,N/A,112.35,88,86,84,77
265,HK.00486,金屬/採礦,金屬採礦及相關貿易,N/A,112.35,88,77,14,5
266,HK.02382,科技,綜合科技,N/A,112.32,88,91,33,29
267,HK.08153,影視/傳媒,電視廣播,N/A,112.26,88,57,88,82
268,HK.08429,影視/傳媒,廣告,N/A,111.99,88,76,74,93
269,HK.02165,地產,物業管理及代理,N/A,111.77,88,75,77,90
270,HK.08228,影視/傳媒,影視娛樂,N/A,111.32,88,6,7,5
271,HK.02162,保健/生物科技,生物科技,N/A,111.1,88,97,97,96
272,HK.02269,保健/生物科技,生物科技,N/A,110.42,88,84,80,35
273,HK.00717,金融證券,證券及經紀業,N/A,108.78,88,88,93,74
274,HK.00736,金融證券,消費信貸及貸款融資,N/A,108.73,88,91,83,85
275,HK.00526,零售/貿易,汽車零售,N/A,108.35,88,78,94,97
276,HK.00524,科技,電訊服務,N/A,108.07,88,83,93,97
277,HK.06088,科技,電訊及網絡器材,N/A,108.0,88,85,83,90
278,HK.00286,保健/生物科技,醫療保健服務,N/A,106.69,88,89,71,12
279,HK.00175,工業,汽車,N/A,106.63,88,93,84,24
280,HK.00915,其他,綜合支援服務,N/A,106.37,88,81,75,4
281,HK.00095,地產,中國房地產,N/A,106.07,88,95,79,81
282,HK.02799,金融證券,投資控股及資產管理,N/A,105.87,88,97,96,25
283,HK.01966,地產,中國房地產,N/A,105.13,88,92,90,81
284,HK.02623,金屬/採礦,煤炭開採及相關貿易,N/A,104.48,88,64,66,9
285,HK.01241,工業,汽車,N/A,104.12,87,81,42,18
286,HK.01024,科技,軟件及資訊科技顧問,N/A,104.09,87,85,86,91
287,HK.01588,科技,軟件及資訊科技顧問,N/A,103.44,87,89,93,94
288,HK.01315,建築及建築材料,建築,N/A,103.25,87,86,82,88
289,HK.01458,食品/飲料製造,包裝食品與肉類,N/A,102.69,87,90,88,75
290,HK.02772,地產,中國房地產,N/A,102.69,87,92,69,86
291,HK.02518,科技,電子商貿及互聯網服務,N/A,102.54,87,78,96,91
292,HK.00938,地產,中國房地產,N/A,102.02,87,52,64,71
293,HK.01536,工業,工業機械及設備,N/A,101.86,87,81,81,78
294,HK.08059,建築及建築材料,建築,N/A,101.79,87,93,90,94
295,HK.01007,食品/飲料製造,飲品,N/A,101.75,87,87,23,73
296,HK.02336,金屬/採礦,金屬採礦及相關貿易,N/A,101.32,87,82,88,65
297,HK.00439,科技,軟件及資訊科技顧問,N/A,101.31,87,87,82,88
298,HK.06808,零售/貿易,其他零售,N/A,101.28,87,72,94,90
299,HK.08316,建築及建築材料,建築,N/A,100.99,87,68,8,4
300,HK.03301,地產,中國房地產,N/A,100.46,87,87,77,91
301,HK.03069,其他,交易所買賣基金,N/A,100.19,87,86,87,81
302,HK.06622,保健/生物科技,生物科技,N/A,99.63,87,96,95,97
303,HK.08509,食品/飲料製造,飲品,N/A,99.58,87,85,29,22
304,HK.01068,食品/飲料製造,農產品,N/A,99.35,87,77,29,24
305,HK.08347,石油化工,石油/燃氣設備及服務,N/A,98.29,87,86,99,95
306,HK.00947,科技,電訊及網絡器材,N/A,97.87,87,87,81,93
307,HK.08092,科技,軟件及資訊科技顧問,N/A,97.79,87,81,32,13
308,HK.09911,科技,電子商貿及互聯網服務,N/A,97.68,86,69,19,11
309,HK.01901,飲食/酒店/旅遊,旅遊,N/A,97.14,86,15,17,47
310,HK.03888,科技,軟件及資訊科技顧問,N/A,96.94,86,85,67,87
311,HK.01608,工業,工業機械及設備,N/A,96.52,86,86,87,90
312,HK.01629,工業,造紙、印刷及包裝,N/A,96.4,86,96,99,99
313,HK.00601,金屬/採礦,金屬採礦及相關貿易,N/A,95.76,86,91,79,74
314,HK.00491,影視/傳媒,影視娛樂,N/A,95.58,86,87,86,80
315,HK.02186,保健/生物科技,製藥,N/A,95.47,86,77,64,72
316,HK.06618,保健/生物科技,醫療保健服務,N/A,95.35,86,92,87,90
317,HK.03669,零售/貿易,汽車零售,N/A,94.67,86,73,75,60
318,HK.09698,科技,電子商貿及互聯網服務,N/A,94.67,86,84,93,87
319,HK.00826,金屬/採礦,金屬採礦及相關貿易,N/A,93.98,86,79,35,15
320,HK.00665,金融證券,證券及經紀業,N/A,93.69,86,68,65,58
321,HK.08073,工業,工業用品,N/A,91.6,86,74,22,20
322,HK.01636,金屬/採礦,金屬採礦及相關貿易,N/A,91.37,86,88,78,84
323,HK.03383,地產,中國房地產,N/A,91.26,86,83,95,91
324,HK.09858,食品/飲料製造,飲品,N/A,91.25,86,67,73,87
325,HK.01266,金屬/採礦,金屬採礦及相關貿易,N/A,90.8,86,57,69,12
326,HK.00302,科技,軟件及資訊科技顧問,N/A,90.66,86,76,50,72
327,HK.01756,其他,綜合支援服務,N/A,90.48,86,89,91,95
328,HK.03347,保健/生物科技,生物科技,N/A,90.02,86,76,91,58
329,HK.00227,金融證券,證券及經紀業,N/A,89.93,86,89,89,88
330,HK.00248,科技,綜合科技,N/A,89.67,86,64,67,67
331,HK.01912,科技,半導體,N/A,89.3,86,90,77,71
332,HK.09989,保健/生物科技,製藥,N/A,88.95,85,87,74,88
333,HK.00894,電子,電器部件及設備,N/A,88.52,85,86,10,9
334,HK.01575,工業,家居耐用消費品,N/A,88.48,85,74,86,7
335,HK.01569,其他,綜合支援服務,N/A,88.37,85,75,84,52
336,HK.08206,其他,綜合支援服務,N/A,88.17,85,81,54,72
337,HK.09186,其他,交易所買賣基金,N/A,86.73,85,87,90,86
338,HK.00756,食品/飲料製造,飲品,N/A,86.36,85,82,74,92
339,HK.08067,其他,綜合支援服務,N/A,86.27,85,91,83,96
340,HK.01689,工業,造紙、印刷及包裝,N/A,86.04,85,69,74,79
341,HK.01745,科技,電子商貿及互聯網服務,N/A,86.01,85,88,88,93
342,HK.01432,食品/飲料製造,飲品,N/A,85.76,85,79,75,77
343,HK.00416,銀行,綜合性銀行,N/A,85.47,85,78,60,76
344,HK.01177,保健/生物科技,生物科技,N/A,85.13,85,75,73,83
345,HK.03813,零售/貿易,成衣及服飾零售,N/A,84.96,85,84,73,86
346,HK.09826,其他,交易所買賣基金,N/A,84.18,85,85,84,82
347,HK.03186,其他,交易所買賣基金,N/A,83.98,85,86,90,86
348,HK.02488,工業,汽車,N/A,83.92,85,78,38,89
349,HK.00727,地產,中國房地產,N/A,83.5,85,91,91,88
350,HK.07233,其他,基金,N/A,83.49,85,81,67,64
351,HK.02314,工業,造紙、印刷及包裝,N/A,83.4,85,86,66,62
352,HK.00295,公用事業,環保公用事業,N/A,83.25,85,90,87,23
353,HK.00354,科技,軟件及資訊科技顧問,N/A,83.19,85,85,76,11
354,HK.06601,工業,個人及家居用品,N/A,83.16,85,94,97,98
355,HK.07272,其他,基金,N/A,83.15,84,78,60,56
356,HK.01941,地產,中國房地產,N/A,82.97,84,73,65,45
357,HK.09868,工業,汽車,N/A,82.8,84,84,49,43
358,HK.07231,其他,基金,N/A,82.76,84,81,76,67
359,HK.01846,保健/生物科技,醫療保健服務,N/A,82.48,84,65,79,30
360,HK.00819,電子,電器部件及設備,N/A,81.76,84,82,89,95
361,HK.00058,建築及建築材料,建築材料,N/A,81.67,84,59,85,82
362,HK.00936,工業,工業機械及設備,N/A,81.65,84,81,96,11
363,HK.00872,工業,汽車,N/A,81.59,84,83,85,81
364,HK.00557,保健/生物科技,醫療保健服務,N/A,81.5,84,87,93,50
365,HK.00702,石油化工,石油/燃氣勘探,N/A,81.45,84,67,51,4
366,HK.01571,工業,汽車,N/A,81.18,84,87,80,89
367,HK.00802,科技,軟件及資訊科技顧問,N/A,81.11,84,85,93,70
368,HK.06162,工業,汽車,N/A,80.89,84,77,45,25
369,HK.00009,地產,中國房地產,N/A,80.87,84,84,90,84
370,HK.00146,工業,家居耐用消費品,N/A,80.82,84,67,44,49
371,HK.09988,科技,電子商貿及互聯網服務,N/A,80.75,84,78,92,87
372,HK.06908,工業,家居耐用消費品,N/A,80.57,84,52,2,0
373,HK.02826,其他,交易所買賣基金,N/A,80.39,84,84,84,82
374,HK.01293,零售/貿易,汽車零售,N/A,80.12,84,84,83,68
375,HK.01179,飲食/酒店/旅遊,酒店,N/A,79.95,84,93,96,99
376,HK.01993,影視/傳媒,廣告,N/A,79.93,84,69,77,98
377,HK.09969,保健/生物科技,生物科技,N/A,79.49,84,82,89,21
378,HK.01206,其他,綜合支援服務,N/A,78.94,84,73,13,45
